w_rmse,w_log_rmse,subspace_similarity,tv_score,hellinger_score,gene_topk_hit_mean,f1_tau90,jaccard_tau90,H_corr,H_corr_spearman,sigma2_age_rmse,sigma2_age_log_rmse,tau2_spa_rmse,tau2_spa_log_rmse,sigma2_e_abs_err,sigma2_e_log_abs_err,align_cost,method,rep
0.031611425686422064,-3.4542366513856737,0.17611897521080488,0.6047803815109796,0.48960634144851733,0.5241071428571429,0.5837412587406576,0.43831168831168826,-0.3691243418853042,-0.3465369162195777,,,,,,,0.0009992822339281843,PCA,8
0.067810530355176,-2.6910377811228114,-0.05888524342244783,0.2851843372440425,0.29437774940523154,0.19375,0.27361111111080966,0.16964285714285715,0.6192926215721808,0.5873517506018485,,,,,,,0.004598268027050245,NMF,8
0.025969883862492663,-3.6508177253046696,0.40965694205324166,0.6534214548092385,0.5380013971587653,0.6866071428571429,0.6561771561765587,0.49910714285714286,-0.004465415355021332,-0.015856127897583436,,,,,,,0.0006743115911385476,SpatialPCA,8
0.02281535314330936,-3.7803215861641863,0.2709089301448573,0.6662329733472812,0.6724277850358925,0.75,0.6740558292276989,0.5682277628032345,0.6419206545572165,0.5975060917108792,,,,,,,0.0005220694622824395,Popari,8
0.05393901449614986,-2.9199012318091704,-0.14444368046678768,0.2637701384263088,0.2847851582756764,0.39285714285714285,0.2545634920631587,0.1518188310641141,0.16665205311574013,0.1527592625591422,,,,,,,0.0029252923896996214,STAMP,8
0.039599726971861496,-3.2289330553954327,0.3796801545603392,0.2667575033738837,0.29657225861544134,0.2544642857142857,0.26718049854267806,0.1861111111111111,0.3779013059990175,0.3775947456552874,,,,,,,0.0015864374503006564,MEFISTO,8
0.008165931809750558,-4.807784436627755,0.8401185499476631,0.9060716157106569,0.8161482403756183,1.0,0.8856060606054089,0.8035714285714286,0.9712977016417278,0.9730699746735986,4.690243956240889,1.5454845973614426,2.9221941882715674,1.0723347684343385,0.03559246416077347,-3.335621344408861,6.668244232149601e-05,stGP,9
0.02249133394287931,-3.7946252020584454,0.6124071425667563,0.751625397067603,0.7350771412047291,0.8154761904761905,0.7923520923514309,0.675,0.33679350401297764,0.33793260983095447,,,,,,,0.0005058601025301149,PCA,9
0.0660385606500542,-2.7175164552910736,-0.019993645948940486,0.2822780581706047,0.2822440692445203,0.15714285714285714,0.29642857142824475,0.1875,0.6948785895543398,0.6900611484830595,,,,,,,0.004361091492730887,NMF,9
0.013981509293976688,-4.270019587061298,0.7016998804062254,0.8248840203733434,0.7241615568182818,0.8511904761904763,0.8578282828276284,0.7535714285714287,-0.26161261628824617,-0.2750443241630161,,,,,,,0.00019530255674918666,SpatialPCA,9
