,,Th,Cd52,S100a6,Tgfb1,Tpm4,Ercc1,Trp53,Cd209a,Cd274,Il10,Brca1,Vtn,Slc2a4,Cxcl16,Ccl4,Vip,Echdc1,Nts,Ifngr1,Sirt1,Egfr,Flt4,Srebf1,Pomc,Fos,Hexb,Alcam,Il10rb,Agpat4,C3,Ifitm3,Ikzf2,Ctla4,Cd28,Pdcd1,Xcl1,Sell,Mrc1,Il2ra,Cat,Pcna,Hdc,Il1b,Il1a,Cnn3,Pdpn,Slc2a1,Nmu,Cxcl1,Rpl6,Casp2,Lag3,Cd9,Dcx,Il10ra,Ms4a4b,Olig2,Ccl5,Lars2,Apln,Thbs1,Irs2,Enpp2,Sirt6,Cldn5,Ogt,Foxp3,Pclaf,Cldn11,Pmch,Flt3,Grn,Hes5,Bst2,H2afx,Ptges3,Socs3,Ccr4,Hcrt,Pik3r1,Mcm2,Cdkn2a,Crh,Itga1,Pisd,Gpr17,Cx3cr1,Slc6a13,Itgam,Cd8b1,Ly6c1,Ifi27,Cd8a,Top2a,Ghr,Nkg7,Vegfa,Nudt1,Kl,Sirt7,Fxn,Tcf7,Opalin,Insm1,Itgb1,Pla2g4e,Fcrls,Insr,Lyz2,Itga4,Bmp4,B2m,Mog,Ifit1,Cd3e,Pecam1,Ccr7,Gamt,Jun,Klf4,Klk6,Snhg11,Ghrh,Vcan,Rbm39,Gdf15,Cd44,Gmfb,Klrd1,Ifnar2,Atm,Gapdh,Cdk1,Mmp12,Son,Uba52,Mfap4,Stat3,Nfkb1,Ppargc1a,Lmna,Tpt1,Lsamp,Surf1,Dlx1,Dlx6os1,Reln,Myc,Fcgr3,Apold1,Tnf,Ms4a1,H2-D1,H2-K1,Neat1,Prox1,AC149090.1,Ptprc,Stat1,Ighd,Il6,Prom1,Trac,Gstm1,Fgf2,Ptprz1,Rarres2,Mat2a,Cd19,Mboat2,Rims2,Il7r,Cdkn1a,Gal
12,Topic3,-0.571277,-0.20763099,-0.13504228,-0.02850835,-0.13805155,-0.2974929,-0.06499584,-0.46275997,-0.20836163,-0.5338391,-0.79693127,-0.18171275,-0.64549094,-0.6904271,-0.4547272,-0.6811232,-0.3166119,-0.65651494,0.00039202906,-0.1824926,-0.29091087,-0.45418495,-0.17747213,-0.52788746,-0.2841807,-0.011541858,-0.15842086,-0.30017993,-0.077259876,-0.63727695,-0.57260555,-0.5377751,-0.254736,-0.35672042,-0.37327233,-0.6345654,-0.29001066,-0.41447076,-0.86325836,-0.08921538,-0.10888446,-1.0745511,-1.0522468,-0.102460176,-0.10670495,-0.2531517,-0.28500926,-0.46279094,-1.1313839,-0.5570475,-0.16271158,-0.015076193,-0.014785855,-0.39062244,-0.03998839,-0.385483,-0.13401715,-0.6834122,-0.1275806,-0.118773505,-0.3967535,-0.051509652,-0.04256183,-0.07234655,-0.13789755,-0.055361073,-0.7044943,-0.73388237,-0.06953326,-0.24369241,-0.4332961,-0.025032882,-0.10443973,-0.12712224,-0.15633889,-0.09200992,-0.30652654,-0.39813003,-0.4990757,-0.017578226,-0.21472758,-0.43300107,-0.63138056,-0.26835728,-0.0045519806,-0.43459797,-0.022629667,-0.7458498,-0.039133,-0.7532399,-0.16836204,-0.03542291,-0.4514371,-0.6881242,-0.6601008,-0.4188739,-0.079564504,-0.5267701,-0.5548713,-0.023754014,-0.6205383,-0.5066594,-0.1472159,-0.29070684,-0.04289211,-0.40407208,-0.014758889,-0.037349842,-0.106249854,-0.3061473,-0.9412377,-0.03906101,-0.11634433,-0.43806794,-0.16522749,-0.09028552,-0.21242076,-0.25323632,-0.06753434,-0.26912647,-0.69420266,-0.028995002,-0.7979468,-0.48462844,-0.020185735,-0.585628,-0.32220042,-0.035258237,-0.41187063,-0.08292884,-0.1288521,-0.069848865,-0.46660897,-0.726842,-0.027402444,-0.4686374,-0.7375479,-0.006573273,-0.021640388,-0.23171106,-0.29798678,-0.074824095,-0.07804853,-0.081976086,-0.53748685,-0.34338105,-0.24387588,-0.1731533,-0.03023165,-0.22404484,-0.643118,-0.9235426,-0.05388288,-0.04383248,0.008786101,-0.15496114,-0.06101701,-0.10524168,-0.10526783,-0.13916837,-0.84982187,-0.54505825,-0.48518333,-0.048388712,-0.44733366,-0.05284995,-0.59859973,-0.12279874,-0.7303282,-0.11597124,-0.12760021,-0.22268511,-0.12736812,-0.9187839
12,Topic4,-0.5907799,-0.2107185,-0.12770076,-0.012861237,-0.06827044,-0.2788621,-0.07886479,-0.4833768,-0.19976376,-0.48899332,-0.7942747,-0.19056404,-0.66498226,-0.66567314,-0.41691148,-0.6582846,-0.30115277,-0.68154114,-0.044708442,-0.19233772,-0.28883556,-0.4427711,-0.17373972,-0.51048654,-0.27114055,-0.07129991,-0.165274,-0.025847338,-0.06691745,-0.6753361,-0.57528454,-0.50503504,-0.24361289,-0.33782306,-0.35793048,-0.6279039,-0.28916523,-0.39948386,-0.8588509,-0.03055916,-0.09106463,-1.0341172,-1.0701866,-0.08106778,-0.13967326,-0.26235023,-0.27339673,-0.46603337,-1.0969529,-0.5596874,-0.16907147,-0.017497635,-0.016830038,-0.36984703,-0.041016206,-0.36862862,-0.13577324,-0.6565087,-0.118333265,-0.1533289,-0.4032892,-0.06175,-0.022286756,-0.13460238,-0.0614466,-0.060546044,-0.69211006,-0.7768785,-0.058486447,-0.24310666,-0.4094259,-0.025947494,-0.11423604,-0.14394853,-0.16034374,-0.07998702,-0.32120085,-0.3844864,-0.52037627,-0.018738754,-0.22308917,-0.4414199,-0.65331006,-0.26889783,-0.026416749,-0.42066014,-0.007440318,-0.7375009,-0.025156919,-0.73929906,-0.18642396,-0.069604926,-0.46930927,-0.67711663,-0.6476047,-0.42064473,-0.06711349,-0.54443634,-0.54536897,-0.028973171,-0.6179375,-0.53341645,-0.13819523,-0.30995715,-0.037604757,-0.4133989,-0.0064076786,-0.049275994,-0.083119065,-0.31240165,-0.95432186,-0.019687062,-0.12325007,-0.40967622,-0.16089663,-0.08005658,-0.21250921,-0.27292565,-0.052682858,-0.2968695,-0.6930605,-0.030477278,-0.802479,-0.4975751,-0.002591258,-0.6145729,-0.32185015,-0.038479164,-0.404718,-0.09368634,-0.13790852,-0.048447087,-0.43404198,-0.7229384,-0.011899216,-0.44347644,-0.75208586,-0.049149502,-0.026278162,-0.24646783,-0.29220253,-0.05535094,-0.082236744,-0.09231035,-0.5424902,-0.36543325,-0.24822915,-0.192375,-0.0050534178,-0.23412237,-0.6268015,-0.9122694,-0.047605038,-0.0021484662,-0.0038609952,-0.14034535,-0.07439825,0.0030836314,-0.15478718,-0.1213116,-0.84204054,-0.540287,-0.44402632,-0.049065664,-0.4395837,-0.13718455,-0.6315608,-0.11735384,-0.7303576,-0.088057354,-0.15881816,-0.23560773,-0.18922207,-0.8920881
13,Topic1,-0.39886022,-0.16255443,-0.30468842,-0.03086202,-0.049118437,-0.36789632,-0.064282954,-0.27962828,-0.21729164,-0.61591923,-0.765483,-0.17957397,-0.64443713,-0.59622914,-0.3414837,-0.70059305,-0.30417293,-0.709715,-0.018275639,-0.23001686,-0.19897838,-0.31324163,-0.2335288,-0.32812425,-0.23055512,-0.003130963,-0.21877088,-0.090768114,-0.07036537,-0.2752477,-0.4346963,-0.53827155,-0.53844094,-0.23331186,-0.2490208,-0.57088226,-0.29425696,-0.39302438,-0.6431914,-0.054348066,-0.11521333,-0.38567066,-0.54740274,-0.071450144,-0.076630995,-0.32537198,-0.38458356,-0.48679617,-0.91729695,-0.5079479,-0.07086715,-0.030996151,-0.024039555,-0.28704223,0.030396137,-0.70094585,-0.09420253,-0.7510033,-0.10828297,-0.107362986,-0.41013435,-0.027675796,-0.04426205,-0.07359977,-0.032713883,-0.059794754,-0.52025026,-0.5835063,-0.03506404,-0.26008657,-0.39618462,-0.029399548,-0.079616316,-0.20708334,-0.19007054,-0.09030207,-0.27679765,-0.40858528,-0.3232007,-0.026365034,-0.19694951,-0.47909063,-0.8358835,-0.23918273,0.006989252,-0.60700566,-0.030961392,-0.50823975,-0.013269053,-0.6010294,-0.117667705,-0.09131012,-0.6308021,-0.515122,-0.5959281,-0.5381747,-0.07807599,-0.41964793,-0.4837053,-0.05651249,-0.47629195,-0.544176,-0.17612413,-0.2667765,-0.030941417,-0.31808576,-0.029305812,-0.03623039,-0.09467932,-0.41297704,-0.32463384,-0.016151464,-0.10593807,-0.48771453,-0.19961074,-0.05698273,-0.361239,-0.22981498,-0.07466282,-0.32767448,-0.5295618,-0.007506472,-0.525973,-0.15797395,-0.020303756,-0.51083964,-0.70577615,-0.01924885,-0.6133317,-0.1060582,-0.15672916,-0.14466918,-0.32432133,-0.58686435,0.01182301,-0.7683578,-0.68173003,-0.040650122,-0.0140789915,-0.15027913,-0.52461314,-0.09872177,-0.08178195,-0.076041,-0.42631504,-0.23115784,-0.14539823,-0.16431676,-0.042032413,-0.31142226,-0.61131626,-0.7480397,-0.18548793,-0.029669605,-0.006837299,-0.12608367,-0.1223858,-0.051623646,-0.21480307,-0.1583857,-0.8716424,-0.5078132,-0.3808107,-0.020475216,-0.34327888,-0.104849756,-0.3291272,-0.16098711,-0.8318798,-0.054799527,-0.113376,-0.3943099,-0.20161319,-0.7841986
13,Topic2,-0.4258463,-0.1457181,-0.2920964,-0.027498158,-0.08854064,-0.335028,-0.07254167,-0.30236837,-0.21999332,-0.62252295,-0.7793445,-0.16710639,-0.64186776,-0.5656976,-0.37125295,-0.66193485,-0.27614862,-0.72884023,0.008436207,-0.20319988,-0.21299283,-0.3106899,-0.20040563,-0.34605634,-0.23029074,-0.0073136827,-0.2322184,-0.050299853,-0.057031564,-0.27530557,-0.40793496,-0.5308938,-0.55411744,-0.25353137,-0.22309156,-0.55949736,-0.31344908,-0.36779884,-0.65693694,-0.061449945,-0.10179414,-0.36596164,-0.5616753,-0.062275227,-0.06290753,-0.3451119,-0.4111148,-0.49879208,-0.9500999,-0.5171313,-0.12979935,-0.006031148,-0.057948656,-0.29347235,-0.015048331,-0.6926374,-0.08022042,-0.73386896,-0.112510934,-0.03622943,-0.43222225,-0.03598153,-0.015359888,-0.16051513,-0.021437146,-0.05364316,-0.5154133,-0.57222134,-0.11145702,-0.27137905,-0.40589425,-0.019888971,-0.08503982,-0.22004578,-0.18939053,-0.07081188,-0.253309,-0.3834556,-0.3042664,-0.04436212,-0.19278339,-0.4652072,-0.85597634,-0.24399906,-0.035340957,-0.6169709,-0.005873492,-0.5154479,-0.0037950184,-0.6043695,-0.09992923,-0.071249664,-0.6347939,-0.5180018,-0.58422303,-0.54705185,-0.068240464,-0.4254463,-0.48375848,-0.055330828,-0.4717601,-0.5279396,-0.14398591,-0.26790783,-0.028051868,-0.30819714,-0.010167602,-0.07357478,-0.07311599,-0.41965315,-0.310421,0.008695535,-0.080568194,-0.46377254,-0.17887177,-0.062565066,-0.37248915,-0.23563616,-0.05707641,-0.32629076,-0.50485986,-0.036785647,-0.51540554,-0.15617643,-0.01474617,-0.53715247,-0.7289426,-0.019365046,-0.62738615,-0.13188909,-0.14206298,-0.14427581,-0.34337983,-0.60008997,-0.02262266,-0.7924367,-0.6741015,-0.025122749,0.031502746,-0.17778933,-0.52621543,-0.10266675,-0.10614024,-0.09913806,-0.4297601,-0.20840727,-0.18884867,-0.17789373,0.01883924,-0.32049432,-0.62541133,-0.7417717,-0.13122496,-0.0066575594,-0.010092315,-0.13196185,-0.116252966,-0.026026994,-0.19532338,-0.14263742,-0.8781243,-0.5073738,-0.382449,-0.04103963,-0.3574162,-0.12559268,-0.29723197,-0.1469577,-0.8345035,-0.08157093,-0.13025409,-0.36305508,-0.19504872,-0.77977604
13,Topic3,-0.41313824,-0.16123039,-0.29309824,-0.027657108,-0.108108915,-0.3660977,-0.087083735,-0.25553092,-0.21441942,-0.66955876,-0.77818793,-0.1668086,-0.6453288,-0.6065023,-0.38969097,-0.67502874,-0.3053666,-0.7150436,0.0018501244,-0.21441305,-0.20994195,-0.31826094,-0.2348704,-0.3352049,-0.22461289,-0.010420675,-0.21743676,-0.31568938,-0.05882744,-0.25173533,-0.43946335,-0.5797788,-0.554271,-0.24542107,-0.25449163,-0.56442857,-0.30299467,-0.38741636,-0.6762919,-0.07926875,-0.12488435,-0.39073747,-0.52587795,-0.08836915,-0.07835685,-0.3145237,-0.38659096,-0.4734263,-0.9467933,-0.52661407,-0.12014465,-0.018355403,-0.02548812,-0.30102804,-0.04046837,-0.71902853,-0.08910711,-0.7661953,-0.12386439,-0.06742549,-0.42461547,-0.04681801,-0.034152806,-0.09484645,-0.12080586,-0.046310484,-0.52423763,-0.540594,-0.05718128,-0.2570029,-0.4186752,-0.031202935,-0.09585053,-0.18486339,-0.17453487,-0.09876572,-0.28471193,-0.398398,-0.28693262,-0.019368526,-0.1994197,-0.46614,-0.8238707,-0.2387366,-0.012628487,-0.61908704,-0.022886343,-0.52769196,-0.040555175,-0.6127662,-0.1028262,-0.0733197,-0.6135627,-0.51006335,-0.59711576,-0.5598045,-0.07554199,-0.43169144,-0.47826958,-0.035361752,-0.4899521,-0.52749103,-0.14334884,-0.26208672,-0.04309073,-0.29665503,-0.015621714,-0.044333573,-0.11878036,-0.40449375,-0.30868328,-0.03676357,-0.086832225,-0.48238066,-0.18607922,-0.06661795,-0.38693085,-0.23242883,-0.061009504,-0.30970785,-0.5220926,-0.020391222,-0.51824665,-0.1522884,-0.020594396,-0.49489504,-0.7120202,-0.020634335,-0.60948646,-0.09614948,-0.14447066,-0.14353497,-0.36058018,-0.61191213,-0.03429234,-0.7979233,-0.6612825,-0.0066581666,-0.022794127,-0.16478513,-0.5332649,-0.1112794,-0.08104941,-0.07064918,-0.4253162,-0.1999005,-0.16096847,-0.16277356,-0.029719856,-0.28406554,-0.627115,-0.75547856,-0.14863501,-0.044827793,0.012324087,-0.1492528,-0.114016116,-0.12294667,-0.16046627,-0.15583062,-0.8746035,-0.51712024,-0.4080794,-0.051054142,-0.3739783,-0.031597532,-0.31887817,-0.14963995,-0.82683325,-0.10393985,-0.11331625,-0.37324405,-0.17321229,-0.7991254
13,Topic4,-0.43066597,-0.16572285,-0.2838598,-0.011646479,-0.038682163,-0.34918562,-0.099829115,-0.27705243,-0.20486924,-0.6274785,-0.775122,-0.17544354,-0.6652341,-0.581241,-0.3513294,-0.65242904,-0.2908076,-0.7405107,-0.044152893,-0.22423384,-0.2056928,-0.3064938,-0.23161079,-0.318902,-0.21280476,-0.07149906,-0.22556026,-0.03430523,-0.05003033,-0.29025063,-0.44306436,-0.54587513,-0.5433512,-0.22762391,-0.2392469,-0.5586929,-0.30345812,-0.3739131,-0.6722192,-0.022200257,-0.109061144,-0.3521368,-0.54462725,-0.06731215,-0.11153047,-0.32354337,-0.37479827,-0.47832227,-0.91357774,-0.5303631,-0.1282154,-0.020236231,-0.029136658,-0.28217405,-0.043770824,-0.7013007,-0.09108043,-0.7403441,-0.11381556,-0.10186433,-0.43244618,-0.05643771,-0.013908728,-0.15511279,-0.047422193,-0.050040066,-0.5127791,-0.58460075,-0.04651333,-0.25618827,-0.3942279,-0.031918958,-0.10697601,-0.20033461,-0.18006516,-0.08569114,-0.3006,-0.38365817,-0.30699062,-0.019117758,-0.20714873,-0.4748239,-0.8457985,-0.24025875,-0.034804415,-0.6059711,-0.00718718,-0.5194652,-0.026473405,-0.5983347,-0.12230993,-0.10638958,-0.63086504,-0.4987043,-0.58391124,-0.5613845,-0.06256155,-0.44804803,-0.46878582,-0.04127891,-0.4873507,-0.55531406,-0.13533811,-0.28024253,-0.03720653,-0.30645958,-0.008301858,-0.056008074,-0.09428179,-0.41012722,-0.32201308,-0.016748553,-0.09466194,-0.4537636,-0.18024258,-0.05485609,-0.38705158,-0.25235346,-0.04424029,-0.33777773,-0.52058285,-0.023713993,-0.5233734,-0.16568877,-0.0034097936,-0.5255938,-0.7132275,-0.023435406,-0.60060525,-0.10682051,-0.15426384,-0.12088747,-0.32734436,-0.6092151,-0.01722583,-0.77333677,-0.67475927,-0.050454725,-0.026948856,-0.17843524,-0.5265648,-0.09158014,-0.08438759,-0.08184715,-0.4319255,-0.22451675,-0.16488898,-0.1811717,-0.0050492557,-0.29391757,-0.6092061,-0.743054,-0.14356044,-0.0041353274,0.0008294955,-0.13383362,-0.12735292,-0.012237705,-0.21008353,-0.13674974,-0.86822885,-0.5116471,-0.36808413,-0.051753357,-0.3664745,-0.1163243,-0.35044312,-0.14503226,-0.8275934,-0.075237244,-0.1455111,-0.38735807,-0.23384,-0.7718585
14,Topic1,-0.5734243,-0.1817509,-0.12201823,-0.024963273,-0.08299352,-0.27990666,-0.042554587,-0.5437222,-0.17025782,-0.4538015,-0.7518273,-0.16436526,-0.617533,-0.5260772,-0.30352265,-0.4290041,-0.34293333,-0.8502806,-0.016110025,-0.19416991,-0.29103014,-0.41087642,-0.14949837,-0.5318247,-0.29447415,-0.003385716,-0.15858625,-0.09027715,-0.08193898,-0.43326592,-0.42421257,-0.54627943,-0.28162786,-0.32233113,-0.20518322,-0.5693987,-0.28951254,-0.50351894,-0.5516223,-0.061020944,-0.0882926,-0.80314636,-0.77335316,-0.10454548,-0.086462304,-0.19643095,-0.22519965,-0.38212764,-0.7955363,-0.548181,-0.11911507,-0.02353471,-0.011534512,-0.4179666,0.031481203,-0.68719715,-0.11876796,-0.5295977,-0.109678194,-0.1563961,-0.40064785,-0.031194096,-0.04871495,-0.051013947,-0.052530468,-0.076729305,-0.5263662,-0.7337315,-0.018840782,-0.40397564,-0.35702518,-0.022179067,-0.10598785,-0.14136036,-0.16793153,-0.08650683,-0.25600186,-0.35493386,-0.44893232,-0.024415126,-0.18451467,-0.4434789,-0.69446206,-0.3146248,0.0113501735,-0.36436105,-0.030587591,-0.76733416,-0.013899559,-0.66505796,-0.17348751,-0.049993455,-0.53949994,-0.51487875,-0.738972,-0.3251073,-0.09076073,-0.47095793,-0.6902502,-0.043208923,-0.5969843,-0.593687,-0.15075558,-0.2797369,-0.03721979,-0.40477243,-0.02758958,-0.026744466,-0.05418369,-0.3571618,-0.8654449,-0.018347757,-0.11749444,-0.5550843,-0.18171959,-0.10132589,-0.16690762,-0.21177062,-0.080097735,-0.2631885,-0.4496651,-0.014147587,-0.6764477,-0.44322938,-0.022281928,-0.5358907,-0.25541344,-0.03439545,-0.5077848,-0.08078659,-0.13199596,-0.07187418,-0.4233519,-0.3593878,0.018630307,-0.4068408,-0.73956966,-0.040026743,-0.013873264,-0.25648862,-0.2841526,-0.0548898,-0.09193923,-0.095750496,-0.5868783,-0.45257622,-0.2586465,-0.14774466,-0.044379134,-0.19771738,-0.6940896,-0.85212064,-0.07963222,-0.021299742,-0.008116184,-0.13535675,-0.06535244,-0.03896496,-0.1782535,-0.14978349,-0.7392013,-0.49109742,-0.4525015,-0.011524066,-0.35766983,-0.16341059,-0.5224023,-0.15198678,-0.6729462,-0.065196246,-0.12228069,-0.25523248,-0.13215676,-0.6245054
14,Topic2,-0.6022232,-0.1626126,-0.10946769,-0.023395676,-0.12239449,-0.24751961,-0.05137701,-0.56568396,-0.17562757,-0.4594936,-0.76705194,-0.1503263,-0.61644304,-0.49435818,-0.3346982,-0.38993645,-0.3134561,-0.87103045,0.009623369,-0.16374041,-0.30537948,-0.41026917,-0.11702057,-0.5485405,-0.29325104,-0.0065989066,-0.17316428,-0.046761405,-0.06937788,-0.43600544,-0.3975601,-0.53687704,-0.29292363,-0.34046382,-0.1805311,-0.55884147,-0.30666763,-0.48191908,-0.56538576,-0.06759871,-0.07548939,-0.7830441,-0.7860985,-0.0925255,-0.0723576,-0.21446314,-0.250624,-0.39364332,-0.8289008,-0.5568568,-0.17684041,-0.0027643973,-0.043247834,-0.4232417,-0.013166342,-0.68044305,-0.1079795,-0.51338404,-0.115456,-0.082341306,-0.42340973,-0.03779578,-0.023782084,-0.13725455,-0.040851843,-0.06829002,-0.5178033,-0.72181094,-0.09524943,-0.4154572,-0.36746618,-0.011666027,-0.10891971,-0.15412122,-0.16497996,-0.065646015,-0.23489837,-0.3316295,-0.42935073,-0.044841275,-0.17911005,-0.4326165,-0.7143736,-0.31952548,-0.03001225,-0.3741017,-0.0065453826,-0.7729648,-0.004941378,-0.66752744,-0.15880312,-0.031673513,-0.5435007,-0.5171926,-0.7261185,-0.3368486,-0.08347068,-0.47765133,-0.68707144,-0.042342693,-0.59051883,-0.5799286,-0.11739092,-0.28249955,-0.036289237,-0.39788377,-0.010599247,-0.06495412,-0.03166955,-0.36036637,-0.84801126,0.0037437938,-0.09623021,-0.53038496,-0.1626747,-0.10680486,-0.17695753,-0.21558118,-0.062910065,-0.2593293,-0.4231899,-0.043581437,-0.6649282,-0.443405,-0.015981857,-0.5621898,-0.28008914,-0.035962492,-0.5216416,-0.10642403,-0.12196691,-0.07224147,-0.44254825,-0.37514514,-0.016112225,-0.4316635,-0.7316583,-0.026516285,0.029789474,-0.28345945,-0.2856417,-0.059380323,-0.11687592,-0.11687363,-0.5928542,-0.429578,-0.2996934,-0.15880924,0.015830884,-0.20845929,-0.7112139,-0.84718233,-0.023402547,-0.00026118755,-0.008404935,-0.13999042,-0.05645346,-0.011554174,-0.15778156,-0.13263986,-0.74748755,-0.49295723,-0.45264655,-0.03414751,-0.36960718,-0.18399476,-0.4927978,-0.13729091,-0.67580414,-0.09424515,-0.13391364,-0.22309184,-0.12290413,-0.6201993
14,Topic3,-0.5873145,-0.17727506,-0.10956972,-0.023002155,-0.14371505,-0.2766268,-0.06817269,-0.51883906,-0.16808042,-0.5040812,-0.76754355,-0.15048456,-0.61685884,-0.5367665,-0.35379925,-0.40233716,-0.34219313,-0.85435,0.003145,-0.17688313,-0.30282828,-0.41637674,-0.15038714,-0.535449,-0.28850967,-0.009098494,-0.15642487,-0.32269666,-0.06940525,-0.4114532,-0.42691398,-0.5874164,-0.2976072,-0.3338886,-0.21308896,-0.5615387,-0.2965179,-0.50023633,-0.5857265,-0.0827464,-0.09651754,-0.8068215,-0.75009334,-0.120610155,-0.08877801,-0.18563019,-0.22438782,-0.36726636,-0.8232934,-0.56454295,-0.170178,-0.014117435,-0.009251376,-0.42929658,-0.036557995,-0.7051287,-0.11380434,-0.5440824,-0.12656422,-0.11235196,-0.41493106,-0.04888885,-0.040089086,-0.074994385,-0.1354174,-0.063252024,-0.5278597,-0.6901374,-0.04198402,-0.4034748,-0.37895027,-0.023533862,-0.121035546,-0.12122011,-0.14957777,-0.09398104,-0.2638952,-0.34563082,-0.41237456,-0.019109152,-0.18765663,-0.43412238,-0.6822028,-0.3126027,-0.0036618449,-0.37498614,-0.02272614,-0.7848069,-0.04234329,-0.6766315,-0.15842319,-0.034515664,-0.52209824,-0.51229215,-0.73818016,-0.35044223,-0.0907098,-0.4853828,-0.68363225,-0.022819635,-0.60769606,-0.57672644,-0.11867659,-0.27483502,-0.052231822,-0.38386434,-0.014265741,-0.03496652,-0.07885187,-0.34913072,-0.84769416,-0.04009705,-0.10146933,-0.5508327,-0.1711688,-0.11190128,-0.1921076,-0.21490404,-0.070979945,-0.24576552,-0.4421473,-0.027506448,-0.6679904,-0.4372678,-0.021096777,-0.5196728,-0.26177275,-0.036703788,-0.5072249,-0.073975384,-0.12138721,-0.07154369,-0.46054044,-0.38615128,-0.028579017,-0.4357438,-0.71812123,-0.005029602,-0.02568746,-0.27108034,-0.2929208,-0.06699418,-0.09012204,-0.08801745,-0.5855381,-0.41832227,-0.27275392,-0.14424449,-0.03093063,-0.1708714,-0.7120589,-0.8628063,-0.038757656,-0.038666997,0.009072587,-0.1586425,-0.054774743,-0.11030005,-0.12267767,-0.14555824,-0.7406683,-0.50392646,-0.47725534,-0.043268513,-0.3871538,-0.0902596,-0.51631016,-0.13822031,-0.66679686,-0.116458125,-0.11787534,-0.23216256,-0.10281281,-0.64132744
14,Topic4,-0.6027696,-0.18436268,-0.09665077,-0.007228881,-0.07341717,-0.26289865,-0.07836772,-0.54133964,-0.1578623,-0.4676361,-0.7637163,-0.1598775,-0.63688475,-0.51061624,-0.3139444,-0.3824869,-0.32875466,-0.87921524,-0.043489993,-0.18592682,-0.29439104,-0.40457234,-0.14875884,-0.521183,-0.28004366,-0.07229178,-0.16730906,-0.030338794,-0.063986,-0.45063272,-0.43255532,-0.5524511,-0.28696328,-0.3179353,-0.19818255,-0.55758643,-0.29953212,-0.48757902,-0.5821779,-0.029383058,-0.08376054,-0.77242315,-0.7708086,-0.10014334,-0.12296103,-0.1932896,-0.21314196,-0.374927,-0.79183286,-0.5696079,-0.1791781,-0.014735219,-0.01591013,-0.41331616,-0.042649776,-0.68641704,-0.11467555,-0.51896614,-0.11522002,-0.14652543,-0.42457178,-0.057450727,-0.020552808,-0.13093117,-0.067971155,-0.06490335,-0.51857156,-0.73549235,-0.032044698,-0.40258795,-0.35357326,-0.024479657,-0.13254468,-0.13543865,-0.15791722,-0.07966976,-0.28073993,-0.3288427,-0.42976987,-0.016108211,-0.19303995,-0.44288287,-0.7043999,-0.3153672,-0.025875557,-0.3632861,-0.006027125,-0.7771888,-0.02895627,-0.66036683,-0.18050198,-0.06545364,-0.53958577,-0.5012874,-0.7251976,-0.3501776,-0.076956555,-0.49990278,-0.6735753,-0.028708162,-0.6055489,-0.605437,-0.111550294,-0.29250035,-0.04520464,-0.39462358,-0.009800972,-0.046732966,-0.0511925,-0.35223928,-0.86054325,-0.018072356,-0.109200045,-0.52207285,-0.16286577,-0.0977883,-0.19264576,-0.23468095,-0.049951877,-0.27420843,-0.44051558,-0.034053165,-0.67413914,-0.45018178,-0.0045371233,-0.55235815,-0.2663287,-0.037970304,-0.49508485,-0.085285895,-0.1320107,-0.046976328,-0.42895865,-0.3862593,-0.007787641,-0.41330352,-0.73100585,-0.04973468,-0.02895563,-0.28205797,-0.28367355,-0.04684861,-0.09285122,-0.102341786,-0.59384036,-0.4481231,-0.27662355,-0.16190636,-0.0077923224,-0.18053627,-0.6910456,-0.8462322,-0.034533307,0.0007835962,0.0009623375,-0.1407064,-0.067567535,0.004708983,-0.17297634,-0.12494166,-0.7362821,-0.49617457,-0.44000304,-0.043099143,-0.3798492,-0.17544863,-0.54548997,-0.13506868,-0.67053705,-0.086837165,-0.15167497,-0.24833393,-0.16134155,-0.6116077
