,volume,center_x,center_y,min_x,min_y,max_x,max_y,transcript_count,num_detected_genes,barcodeCount,mouse_id,slide_id,cohort,age,batch,celltype,region,subregion,bbox_area,n_genes_by_counts,total_counts,stGP_domain,clusterlabel,slingPseudotime_1,slingCurveWeight_1
3615378903300100171-97,1813.8881354603436,9633.900766614404,4743.684864631673,9627.553501870683,4734.657164507127,9640.34030358578,4752.642819166938,346,78,342.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,229.9789998511956,45,131.0,2,2,19.89854772536679,1.0
3615378903300100178-97,2657.4993561545684,9585.221318656944,4758.317146962737,9575.639254688676,4749.526098333702,9595.47466432311,4768.061046065612,586,117,583.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,367.6482808152455,76,297.0,2,2,20.332352229845615,1.0
3615378903300100195-97,1376.6775146954112,9513.529840911202,4780.82243209764,9508.083124977782,4773.494216481745,9520.32951592144,4789.236210820875,331,93,330.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,192.78261690983416,48,134.0,2,2,20.832115813955625,1.0
3615378903300100198-97,530.864741429144,9521.1105542836,4782.423753200236,9516.688587339955,4778.056002641447,9525.911647812569,4787.01192893964,235,72,234.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,82.60104983650501,40,135.0,2,2,21.42090199996728,1.0
3615378903300100233-97,2672.8077595907152,9632.5559570223,4827.828133380885,9624.039559466191,4816.377375614435,9639.591410558927,4839.677889888284,655,123,653.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,362.36612837107185,62,223.0,2,2,18.68817340109934,1.0
3615378903300100265-97,2264.483095152143,9422.412142083149,4847.144526351783,9415.601555237185,4837.7611444376735,9429.095644220704,4857.008761292102,810,137,801.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,259.72905455434733,84,369.0,2,2,20.382572436765425,1.0
3615378903300100317-97,3249.4341205256005,9590.951935705494,4877.5308957962325,9582.24395965447,4865.207254332299,9600.095693360778,4889.322343405519,1185,150,1172.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,430.49614843900684,94,456.0,2,2,18.075963767230693,1.0
3615378903300100517-97,2184.077988775995,9657.508471472016,5009.267668675981,9649.335406385557,5001.155755266532,9666.807149971211,5016.923584802859,413,94,411.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,275.49147456102645,45,178.0,1,1,17.564330422575154,1.0
3615378903300100575-97,1774.081881386826,9712.277518202778,5057.168258693756,9704.714787009752,5049.330857188865,9719.70289464102,5065.20940313305,660,128,655.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,237.98935563946102,80,375.0,1,1,16.273465591835024,1.0
3615378903300100627-97,1557.5543700924566,9487.442600600154,5093.457708830277,9480.62417009624,5086.366834062165,9493.920598471268,5101.054675274088,577,118,572.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,195.29582865811975,62,156.0,2,2,20.43798128841127,1.0
3615378903310100158-97,1984.7463741554377,9945.356135326088,4747.630266005827,9937.407317464123,4739.818764466461,9953.754799647037,4755.992623876795,215,78,209.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,264.4018785393697,42,103.0,2,2,20.56574127905655,1.0
3615378903310100219-97,2592.849265874781,9905.152248101103,4797.705700075327,9895.663963975669,4788.398055358548,9913.500480691167,4807.400247096707,607,129,601.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,338.93291056878985,74,238.0,2,2,18.90245227331821,1.0
3615378903310100275-97,1683.254202143371,10184.284354159348,4827.271658762677,10176.776692111063,4816.878745969177,10190.811635986223,4835.627998008005,488,103,485.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,263.14470006619007,50,151.0,2,2,19.305807900438246,1.0
3615378903310100305-97,1956.8141364972169,9865.388265224396,4841.213647646672,9857.86455806097,4832.253203983203,9873.624366009091,4849.955889222004,510,113,506.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,278.99091952954205,64,194.0,2,2,18.560325701329393,1.0
3615378903310100342-97,943.6766066665496,9847.749033963968,4865.782214385176,9841.233102598058,4861.405266088394,9853.509570703434,4870.667330481088,236,75,235.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,113.70543810685562,35,70.0,2,2,19.270389546756338,1.0
3615378903310100381-97,2535.787615656849,9996.113238738715,4897.672486899876,9987.555683062625,4887.715604228822,10006.182878364649,4909.457123870636,857,141,853.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,404.98353253086646,84,321.0,2,2,18.52208515389584,1.0
3615378903310100430-97,1343.7165736980191,10014.528889886,4933.794715786405,10006.54028082065,4927.310389074539,10020.827760262762,4940.434576237535,377,92,377.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,187.5115542857322,44,139.0,2,2,20.145492955522762,1.0
3615378903310100448-97,1565.4166232149428,10220.882022794684,4949.974293470234,10211.60996287291,4943.491518337774,10229.36144722953,4956.689031415441,501,104,498.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,234.275446944489,52,158.0,2,2,19.38693882948527,1.0
3615378903310100459-97,1341.2504169010467,9910.359882054963,4959.818506260727,9903.098547165337,4954.284261987311,9917.072906357527,4966.229604684219,390,90,388.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,166.92850952040996,51,111.0,2,2,20.660113214926554,1.0
3615378903310100491-97,1917.4724232224785,10008.87848560769,4980.792206298666,9998.498292111724,4974.022985641405,10017.374386549844,4986.679535424749,534,127,525.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,238.90622897114983,68,204.0,2,2,18.54765700375085,1.0
3615378903310100526-97,3087.833082125453,10145.3850292324,5011.25302121002,10136.16545542181,5001.163377920357,10154.206483176144,5021.1355392680425,840,123,836.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,360.3183171876417,68,308.0,2,2,18.489129840485226,1.0
3615378903310100575-97,2168.296521565013,10192.325735058448,5044.135468952662,10184.176045542754,5035.413414258686,10199.47449731558,5054.237756724234,814,121,811.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,287.98329536432936,63,296.0,1,1,17.73060951200945,1.0
3615378903310100586-97,1173.0463033424849,9962.276122625612,5052.005185741317,9956.158408811336,5045.766895718271,9969.405017788014,5058.495512638719,290,87,288.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,168.6110111591099,41,93.0,2,2,20.228677106849823,1.0
3615378903310100642-97,1909.0972188445328,10045.647915724428,5099.358943054244,10037.54203950826,5090.6557862061,10054.067373650218,5106.447284141135,533,120,528.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,260.95977997849013,60,180.0,2,2,16.46167559192202,1.0
3615378903320100027-97,935.5549816540316,10363.426637127815,4632.878540773567,10358.748128934072,4627.479795022053,10369.33318591815,4638.609296099111,241,71,241.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,117.80640310502535,34,56.0,1,1,16.37273194305457,1.0
3615378903320100094-97,731.6565923143994,10572.754634337818,4666.722805216915,10567.961898972682,4661.831046391934,10577.55532985487,4671.967606979215,243,65,242.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,97.24439337717806,35,85.0,3,3,5.998074625514055,1.0
3615378903320100105-97,2058.2326637042465,10564.623371030166,4676.441643455352,10557.824454054917,4667.096118423938,10572.029949016143,4686.070007497213,707,118,703.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,269.5334856252819,77,315.0,3,3,6.492962807503657,1.0
3615378903320100136-97,1348.6502800458752,10529.84135337679,4693.763773433707,10522.610992831218,4685.713194816021,10536.857159679665,4700.265226337462,239,67,239.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,207.31066903829927,41,112.0,4,4,4.768558408203302,1.0
3615378903320100171-97,1077.2454615614506,10542.478223188968,4709.0436230132045,10537.736600811824,4702.132823435704,10548.071089229634,4717.198944933567,352,76,352.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,155.70065812097354,43,94.0,3,3,9.641765848092755,1.0
3615378903320100194-97,2522.9351662648573,10262.435087419368,4726.896172465713,10253.888575733792,4715.290468450086,10270.515766695577,4736.3426181221785,194,73,191.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,350.0381127539434,42,91.0,2,2,19.818408308170756,1.0
3615378903320100201-97,1105.5462394799815,10678.659442726845,4725.821154732549,10673.087364272167,4719.217827854424,10684.220763888272,4731.996829627175,286,77,286.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,142.2737334309492,50,178.0,4,4,4.764299474121974,1.0
3615378903320100268-97,1412.5891629523935,10655.120529943237,4756.982184843179,10648.83838445432,4750.598464004338,10661.58560691494,4765.208062650449,478,93,478.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,186.23180400234048,57,243.0,4,4,3.4004990031915403,1.0
3615378903320100353-97,2653.845266580256,10581.857440089789,4802.349201960963,10573.098776474284,4790.698547693218,10589.416480611735,4813.974167767421,568,84,568.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,379.80468198656627,50,208.0,3,3,7.084803285900037,1.0
3615378903320100386-97,2960.3482196355426,10504.876810847474,4818.84039995285,10497.634799109464,4806.066886464089,10512.36878065846,4831.057594172586,617,102,615.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,368.2126262733334,64,304.0,1,1,12.785138935348604,1.0
3615378903320100387-97,3856.311442476835,10635.568438100656,4816.220393209497,10623.378524451611,4806.184858491487,10648.28156853731,4826.298545819374,626,97,624.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,500.89204225233846,62,290.0,4,4,3.026553861831833,1.0
3615378903320100390-97,1040.73588734314,10669.719469183205,4812.582651753947,10663.15428100415,4807.016382242329,10677.45237167788,4818.783759980688,325,81,324.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,168.25103389508968,52,174.0,4,4,2.6739491386764933,1.0
3615378903320100450-97,1026.29655129382,10660.365318517996,4843.483187823557,10655.69010800512,4837.235556730184,10665.359092246466,4850.497384011894,247,70,247.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,128.22839899831942,42,114.0,4,4,2.4975073709208413,1.0
3615378903320100465-97,1269.2071416906172,10690.200377608871,4852.597764839677,10684.473299711428,4845.879269414145,10696.678149397829,4859.874071961664,132,46,132.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,170.80446148333652,26,53.0,4,4,3.109897040422884,1.0
3615378903320100467-97,525.604943854705,10507.51507920342,4850.812244029718,10504.130755425917,4846.327957250842,10511.225229284197,4855.476125919594,163,30,162.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,64.90144347160007,15,46.0,1,1,11.138671089316432,1.0
3615378903320100517-97,2456.6981682944547,10380.074380470314,4883.129858091469,10371.529660331871,4873.825131819063,10389.32023198783,4892.616928663728,856,135,853.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,334.31680830921067,80,310.0,1,1,16.08875217992413,1.0
3615378903320100526-97,2660.695637945384,10502.70291993159,4892.183298212908,10495.077054854548,4881.169052425024,10511.029202561984,4903.409189253963,556,96,554.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,354.77794772880935,61,279.0,1,1,12.514277824214897,1.0
3615378903320100549-97,2962.054692826524,10474.184961529,4902.573344031262,10464.806308721743,4890.488981069275,10483.320709365986,4916.261050314394,681,115,678.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,477.1544154352984,69,250.0,1,1,13.338953693194767,1.0
3615378903320100568-97,3367.138783714712,10349.387771493704,4911.549978019731,10338.996308263564,4900.068848102129,10360.463829040447,4922.308984931122,899,145,895.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,477.44059945713235,81,226.0,1,1,16.68749038409546,1.0
3615378903320100583-97,1035.2812068804865,10465.039844355571,4915.920534003478,10459.863593629272,4909.594774465387,10470.65380277566,4922.074774722633,199,63,199.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,134.66181292265952,36,75.0,1,1,13.039081551912634,1.0
3615378903320100616-97,945.6435800349648,10680.350195145133,4935.168429445333,10675.14910675288,4928.269563743281,10687.191186297685,4940.151622704227,211,49,210.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,143.08469916376652,30,101.0,4,4,3.476752815130955,1.0
3615378903320100695-97,1985.49392439284,10440.20039468519,4979.106946866265,10433.152472010566,4970.597867435415,10447.9388148034,4987.864276222513,617,105,616.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L4/5/6,255.30703912721967,53,190.0,1,1,13.746196967044067,1.0
3615378903320100699-97,2033.9876195387087,10506.752231480275,4981.1627934382,10499.039433882204,4973.008254323605,10514.789195159614,4989.217367005144,605,96,604.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,255.28965525287765,55,238.0,4,4,2.830749788933401,1.0
3615378903320100714-97,740.8325013212698,10287.102789880835,4987.272706447125,10281.924359323744,4981.993241781768,10292.1866338676,4991.953825400596,261,77,259.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,102.21824371344884,37,84.0,1,1,16.560375246296534,1.0
3615378903320100769-97,770.9538400869432,10489.134540294326,5018.943147722711,10484.660726601283,5012.67390389941,10493.250675752226,5024.616564588678,168,53,168.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,102.58684804776964,28,66.0,3,3,11.356586692470108,1.0
3615378903320100850-97,1286.5175644486003,10687.349510518374,5062.603206198139,10681.52355264262,5052.13900709857,10694.318280753863,5071.01792817785,586,117,585.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,241.55066224300194,77,325.0,4,4,1.6668795899806053,1.0
3615378903320100869-97,2731.734699029927,10660.057152209078,5074.856013645002,10652.30421064473,5062.607090925233,10667.296626095304,5086.258835229725,396,88,393.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,354.5967767436806,60,165.0,4,4,5.005122140733452,1.0
3615378903320100872-97,1859.2077065222984,10489.072956930597,5072.694386639861,10482.326120524514,5064.331836017682,10496.925300835986,5081.717102517665,610,100,607.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,253.8106403962487,66,312.0,1,1,12.414016061770443,1.0
3615378903320100889-97,419.66979006892393,10499.218543191137,5075.203282114054,10495.026523091352,5071.3621359474455,10502.9093089084,5078.387744653489,143,44,143.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,55.38136866412767,26,74.0,3,3,12.155009147720895,1.0
3615378903320100903-97,2514.556992928512,10312.719051846609,5084.495674634668,10301.62014827636,5077.510929802036,10323.75836303592,5093.367547698243,662,125,659.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L2/3,351.03721234649373,65,280.0,1,1,13.124537382299604,1.0
3615378903320100914-97,774.5332968025416,10555.674693703042,5089.058711678321,10552.290671563776,5081.383680003263,10559.665602438465,5097.544092350006,156,46,156.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,119.18192396369037,26,67.0,3,3,7.998723469154469,1.0
3615378903330100039-97,2952.143537431598,10980.600372502377,4640.001973245203,10972.894605594438,4627.980618248291,10988.05887639491,4652.623830690376,505,97,504.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,373.69634686536426,60,191.0,4,4,5.5610742556153685,1.0
3615378903330100068-97,1965.7893670110095,11057.672345225266,4647.415962447296,11049.941881401475,4637.766001867167,11065.449607379873,4656.016073084593,451,81,451.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,283.0171035260819,47,203.0,3,3,6.818520368921218,1.0
3615378903330100101-97,1693.7887293312567,10922.696586645054,4662.231114206449,10915.907982036932,4654.701282546639,10928.661286044431,4670.0313350036495,344,75,342.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,195.50881943516916,43,142.0,4,4,5.643317653067384,1.0
3615378903330100115-97,2763.7418101373805,11070.614920363132,4672.212310542215,11061.66975558213,4659.827406583932,11078.3465348341,4682.335579248107,505,90,504.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,375.36382688565567,56,231.0,3,3,7.704893038030424,1.0
3615378903330100140-97,2647.4894501408035,10849.236523385463,4686.116680691489,10841.137992644804,4675.654970577427,10857.570055671851,4696.1421968057775,968,125,959.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,336.64739263362344,82,433.0,3,3,6.1220190481308805,1.0
3615378903330100148-97,1266.8220223463525,10694.911622694315,4685.070073274103,10687.72137482967,4679.834166073141,10701.9534896995,4691.40392430367,501,94,500.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,164.66212815302165,60,247.0,4,4,1.3709115099203317,1.0
3615378903330100150-97,1302.9623627355377,10687.421729998294,4690.285670946755,10681.681055401274,4681.501240350837,10695.643843025056,4697.575448240768,242,65,242.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,224.44075098764202,40,109.0,4,4,5.747099886027029,1.0
3615378903330100180-97,622.2056057941641,10721.074812801757,4699.326468341295,10716.182125390986,4695.005383059665,10725.772449381788,4703.184957183033,166,52,166.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,78.44476594987292,25,52.0,3,3,6.312533263396971,1.0
3615378903330100186-97,835.1261785762224,10846.770630877128,4703.090469682677,10842.105745938155,4697.596872473199,10851.771804064834,4708.348891411578,195,56,194.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,103.92964003751814,28,69.0,4,4,6.045838081253599,1.0
3615378903330100211-97,702.448904694117,10693.34859970593,4711.582931364878,10688.98952814084,4706.649435830383,10697.451622005332,4716.870708096888,174,46,174.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,86.49336533368891,29,68.0,4,4,4.941885495608106,1.0
3615378903330100213-97,3126.8216756656625,10858.750247030242,4718.283587588637,10849.609093629411,4708.015263992224,10868.593807519504,4729.164125036127,715,109,715.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,401.5050760198322,61,266.0,3,3,6.132400385126912,1.0
3615378903330100222-97,1945.9076078182047,10688.951246160932,4722.583197052981,10681.54881392486,4714.222468351404,10696.12176670922,4731.050675332589,570,95,569.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,245.23666578226778,64,344.0,4,4,5.695289591340642,1.0
3615378903330100227-97,2506.884798979888,11035.044269233438,4725.784156369345,11027.033374058336,4716.046460277116,11042.835205337453,4737.361583235248,545,95,543.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,336.8179766780376,61,218.0,3,3,5.914598927163014,1.0
3615378903330100303-97,2098.127275902491,10718.64666489278,4762.084327885555,10711.887582724255,4750.554826241628,10725.6080894011,4773.878070940635,561,87,559.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,320.0067346183854,50,214.0,4,4,3.862020435453446,1.0
3615378903330100336-97,2536.4046853462623,10851.957087485542,4773.895691025654,10843.821099574609,4762.634084718433,10859.699021627248,4783.171583697267,669,115,667.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,326.09280794209184,73,333.0,4,4,5.884059347273334,1.0
3615378903330100345-97,1704.9146641402208,10892.24321364138,4775.331940251214,10885.877852632912,4766.006858539488,10899.05401020022,4783.734895091396,665,118,658.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,233.58740296692787,79,299.0,4,4,2.1303794609579088,1.0
3615378903330100347-97,2341.316919883876,10737.623691967365,4777.631359981514,10731.050989300007,4766.485669709296,10744.090338403434,4788.452900650902,635,109,631.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,286.4383930831869,70,336.0,4,4,5.325393859923449,1.0
3615378903330100354-97,1293.671456444205,11022.15880599117,4777.424104054698,11016.280064392811,4769.715757974011,11028.829219008168,4784.402098558246,454,79,452.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,184.3011587253596,45,198.0,3,3,6.6498228573865115,1.0
3615378903330100393-97,708.8628790781785,11016.550951236411,4796.814306836543,11013.20942479327,4790.510922265588,11020.350567205518,4802.777107839783,194,40,193.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,87.5945780403952,15,47.0,3,3,8.643608352014638,1.0
3615378903330100406-97,1639.8080582076548,10836.67298636371,4804.108527744155,10829.845420786136,4795.870158503133,10843.131886791092,4812.21765645632,491,92,491.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,217.2004758211063,53,251.0,3,3,6.198468115819328,1.0
3615378903330100409-97,1176.7847904027124,11094.3525505556,4803.299771781743,11088.829534263112,4796.395774768539,11100.053804055782,4809.806886864597,182,55,181.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,150.52994038589884,28,59.0,3,3,9.557545697591017,1.0
3615378903330100418-97,621.3353188629635,11013.196787687715,4806.43435214627,11008.6434012584,4801.519067623947,11018.038820950302,4810.423537235231,176,50,175.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,83.66122913180357,23,59.0,3,3,7.215404672325246,1.0
3615378903330100432-97,1197.6242304561338,10832.85618176162,4814.7557896885455,10826.831280311098,4808.065220199285,10839.857949204274,4820.791923341155,255,71,255.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,165.7865479308675,39,84.0,3,3,6.295177993612286,1.0
3615378903330100461-97,1135.490449936199,11029.653279760716,4827.196007718515,11025.473119919545,4818.693689104056,11034.284274715916,4835.478406707466,266,63,264.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,147.89274501701743,31,61.0,3,3,5.835781875056855,1.0
3615378903330100472-97,570.7974201481996,10939.445656640872,4831.126478249201,10935.274615626146,4826.197646712758,10943.587474388109,4835.453185710438,122,43,122.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,76.93998845355974,23,40.0,4,4,5.220268677691549,1.0
3615378903330100525-97,2317.340427599449,10862.06766179525,4862.652281010131,10855.900298081177,4850.614157855431,10868.07964791902,4874.965368662722,528,98,527.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,296.5819153970572,65,251.0,4,4,3.9742255645921887,1.0
3615378903330100528-97,2349.972365028975,10831.299586843672,4859.841193669869,10819.238554850004,4852.306667766759,10841.773141341751,4866.373212380661,983,135,981.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,316.98376624199267,88,567.0,4,4,1.7653617322777657,1.0
3615378903330100530-97,1019.5624937124708,10724.21981632702,4865.042763734379,10716.946734581172,4854.7570101988,10730.475454015268,4871.460083870164,190,68,190.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,225.97119738692544,34,58.0,4,4,5.267822234359671,1.0
3615378903330100570-97,993.6189513984692,10712.526215393533,4883.680091823467,10705.635415210263,4872.675247737377,10718.772362637392,4890.652765973827,201,61,201.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,236.16971194249254,35,65.0,3,3,6.875176229153085,1.0
3615378903330100579-97,1828.7844315239092,11049.514152141768,4883.985485097467,11041.582657594106,4875.719929698415,11056.620007189114,4892.8432757645605,406,83,405.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,257.48974103292903,45,146.0,3,3,8.04538538759272,1.0
3615378903330100632-97,1317.071434967872,11065.595212743356,4904.591629084704,11058.83165696617,4897.5035094920895,11073.22622211241,4910.753727306174,221,69,219.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,190.7311235267141,45,101.0,3,3,6.458387921427813,1.0
3615378903330100649-97,3604.2286650811466,10787.842942346886,4914.375642177188,10777.448177617189,4903.092815410466,10801.293759222808,4925.634588763663,986,121,983.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,537.5216960290289,76,536.0,4,4,0.5948358004321139,1.0
3615378903330100673-97,1620.1808258812382,10821.219857249407,4919.492914352065,10813.056136030224,4911.755905395397,10830.584796247862,4925.880569055433,312,75,308.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,247.5864299851846,48,123.0,4,4,4.276795767709854,1.0
3615378903330100677-97,1936.969363338224,10958.82180557489,4923.169263082008,10952.648619992484,4913.359201121692,10966.142708975984,4932.446468725825,347,78,347.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,257.5652875020381,46,137.0,4,4,5.867095112686175,1.0
3615378903330100699-97,2673.017007745426,10770.736217579964,4930.105289756327,10760.903839849749,4921.236619260487,10779.920928549,4938.516432450983,489,90,488.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,328.61174015015865,56,217.0,4,4,5.558681440345355,1.0
3615378903330100704-97,2968.006420100113,11094.885325800526,4937.243069676809,11087.317548740206,4924.775994432805,11102.388089498225,4950.2274160943125,642,114,642.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,383.5666874992696,67,307.0,4,4,3.8060939899538706,1.0
3615378903330100730-97,2701.447236842961,11078.412043605013,4944.228289168962,11068.106049033617,4936.267667441936,11087.59387385644,4953.045704685073,589,107,586.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,326.96745066506077,64,254.0,3,3,6.709175603550931,1.0
3615378903330100739-97,1243.6445358839374,10795.32842395664,4948.106880842729,10788.587208554383,4939.832029319819,10800.788669486568,4955.206666865134,249,66,249.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,187.59303935566234,34,97.0,3,3,6.245616065896154,1.0
3615378903330100768-97,3279.20271503763,10900.540298545053,4965.153682932893,10891.154852672164,4952.769761744652,10909.976009322514,4978.187442460743,898,117,897.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,478.39015044614496,80,502.0,3,3,6.302698608400221,1.0
3615378903330100801-97,588.0331931777372,11052.096182325427,4975.865633481469,11049.025666210184,4969.64212530236,11055.457853793285,4981.816341605839,191,74,191.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,78.30684294122204,42,75.0,3,3,6.404948911172055,1.0
3615378903330100825-97,1196.40266481837,10880.610773284428,4990.806434231535,10874.991581738012,4984.53155772445,10886.40217617915,4997.245768190185,395,88,394.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,145.07669926378165,52,142.0,4,4,3.5292099596918813,1.0
3615378903330100842-97,729.3395747821878,10752.589477374162,5000.225452958842,10748.669481562702,4994.376684471271,10756.40109449272,5007.311688715646,173,54,171.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,100.00844606564517,29,55.0,3,3,6.528967952004311,1.0
3615378903330100843-97,2420.9827111997074,10833.01957811864,5002.081761082975,10822.8280811978,4994.359451476545,10843.450101932156,5009.57242683169,740,116,739.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,313.72229320505096,71,264.0,4,4,3.4370921003595325,1.0
