,volume,center_x,center_y,min_x,min_y,max_x,max_y,transcript_count,num_detected_genes,barcodeCount,mouse_id,slide_id,cohort,age,batch,celltype,region,subregion,bbox_area,n_genes_by_counts,total_counts,stGP_domain,clusterlabel,slingPseudotime_1,slingCurveWeight_1
3615378903330100873-97,2037.9299469722675,10961.704900019777,5020.584637606684,10954.878476997254,5010.54202511078,10969.160131793848,5031.209186950241,359,77,358.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,295.1612710165256,42,94.0,3,3,6.9786534416602555,1.0
3615378903330100921-97,926.0520891044688,10968.877496137358,5036.846962027442,10963.94766225078,5029.926573776967,10973.486638658664,5044.430659633676,335,80,333.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,138.35413280507933,41,142.0,3,3,6.904906311956391,1.0
3615378903330100933-97,1288.9533038320956,10926.504231792818,5043.56172287758,10919.617183799412,5035.175387485321,10932.447031608392,5051.691586194907,176,47,176.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,211.90031582686368,26,62.0,3,3,7.239164186641512,1.0
3615378903330100936-97,1039.670657516123,11029.438209583444,5043.48158962196,11024.12939324647,5037.204736906258,11035.040243417368,5050.179602540739,150,38,149.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,141.56681492535347,21,44.0,3,3,8.84915013868155,1.0
3615378903330100940-97,2291.878782157544,10813.314852863956,5050.772355976463,10805.980242514004,5038.681923822352,10820.230324258977,5062.443131430653,396,79,395.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,338.59915077756295,45,118.0,4,4,5.206116858082997,1.0
3615378903330100959-97,999.4624804524974,10928.580657386685,5053.701749623296,10922.830643903008,5046.859362749493,10933.627687469272,5059.475124784456,497,89,496.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,136.21293231312438,60,298.0,3,3,6.800316220546019,1.0
3615378903330100960-97,3461.340436166535,10746.472764753044,5063.185566478801,10735.88283544814,5048.809075570033,10756.94147461137,5075.3509531532245,624,110,624.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,558.9358227390866,76,288.0,4,4,4.2807950623402755,1.0
3615378903330100967-97,2203.206524382279,10924.38125564018,5063.149263231139,10916.593212753603,5052.35102632103,10933.413158282014,5071.548790449559,986,129,984.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,322.9053469091317,84,475.0,3,3,6.257622737237779,1.0
3615378903330101007-97,2934.943710776474,10800.820685234865,5086.59438107961,10792.292488342458,5075.034579309673,10810.084203219032,5096.493977717028,474,89,473.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,381.799497886466,51,204.0,3,3,6.83828441791326,1.0
3615378903330101039-97,2117.4161828531,10886.878115920505,5096.06827186665,10879.09554244304,5088.316594795651,10896.97280057858,5106.929760541812,398,83,396.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,332.75236876372315,54,174.0,4,4,4.883402804296276,1.0
3615378903330200248-97,864.6992378711514,10710.826523040718,4877.569718301652,10704.068759211048,4870.562397428445,10716.125102867096,4882.998535947145,457,88,457.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,149.93435973565366,57,283.0,4,4,5.238912542629423,1.0
3615378903330200316-97,1510.900804956747,10740.037751393083,4932.715342553566,10733.294377053637,4923.228348557606,10746.147813878868,4940.992782943345,551,96,549.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,228.33403511306398,65,330.0,4,4,2.002704985182606,1.0
3615378903330200418-97,1108.161462919195,11021.413177151166,5047.977938111765,11016.989470226668,5040.276188259259,11026.749921798548,5055.243559439662,349,78,349.0,97,B17,aging_coronal,32.6,B,Microglia,CC/ACO,CC/ACO,146.08830156467226,47,187.0,3,3,7.590982089742544,1.0
3615378903340100103-97,2912.123926081861,11486.399968483984,4680.551290069979,11477.040575644543,4670.362954154743,11497.87594402063,4689.687122507839,832,128,829.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,402.6261661982765,74,284.0,1,1,15.640876345235878,1.0
3615378903340100156-97,2943.3604791415373,11369.45861413107,4720.55923421808,11359.364793946546,4710.499449835103,11380.343805999744,4729.747066689531,586,108,584.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,403.79598598436377,61,253.0,1,1,15.646460064633857,1.0
3615378903340100179-97,808.4458885194063,11229.05724840873,4733.726595055404,11222.477423248518,4726.929874120039,11233.548148598278,4738.604096974062,207,76,206.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,129.2421148887776,34,63.0,1,1,11.531392395976926,1.0
3615378903340100231-97,1112.488707860252,11383.598633646952,4769.688284861287,11377.885337277232,4763.673945383422,11389.282657457465,4775.647696501188,159,58,159.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,136.46867524760347,22,51.0,1,1,15.697455340705508,1.0
3615378903340100247-97,2061.644334331207,11466.589404609938,4783.427097429946,11457.995835012838,4775.162339839227,11474.509017320344,4790.964192139925,480,105,478.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,260.9388678377217,55,161.0,1,1,17.46125981450249,1.0
3615378903340100253-97,1846.9970835242132,11247.107033391088,4786.957069644428,11239.70408965582,4778.623834694247,11255.019759085792,4795.76656226273,563,123,561.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,262.55234856695546,69,187.0,1,1,14.256922615738425,1.0
3615378903340100406-97,1906.4308977627184,11170.381724169303,4896.580485184929,11163.000157621667,4887.224086767522,11177.489585550282,4905.785646625704,507,116,504.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,268.9463838078012,67,238.0,4,4,2.3197552902152374,1.0
3615378903340100426-97,423.2135778520969,11180.95539300512,4898.345724868422,11177.217523577248,4895.208900642302,11184.814779738434,4901.642250055272,135,50,134.0,97,B17,aging_coronal,32.6,B,Microglia,CTX,CTX_L1/MEN,48.87580346474072,25,41.0,1,1,12.549037861698993,1.0
3615378903340100464-97,1661.21274047397,11310.203567773471,4920.445169007852,11302.459111519558,4913.684323643416,11317.732939864403,4928.611987200219,260,88,257.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,228.00257075621184,44,91.0,1,1,13.010622305731818,1.0
3615378903350100077-97,738.2715092768948,11718.145919513448,4663.792788720658,11714.08329835642,4658.126400752936,11722.350466844102,4668.943724025472,183,68,183.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,89.42863407977983,32,53.0,1,1,14.758072019074623,1.0
3615378903350100100-97,2276.665706617093,11853.985027886694,4680.1123766379815,11844.505398552312,4672.479869645723,11863.252822941273,4687.419147026586,380,96,379.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,280.072973123447,50,156.0,1,1,14.556848536854579,1.0
3615378903350100170-97,2017.895328347124,11889.374740162077,4730.277621774973,11881.10474781894,4720.894374119086,11897.206205158123,4738.58606032244,447,83,446.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,284.86193066153487,45,136.0,1,1,13.534869274136494,1.0
3615378903350100220-97,460.9350298696894,11930.43655359722,4754.518289367952,11926.665274119536,4750.510076051446,11933.921442600931,4758.254093184232,110,45,109.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,56.19189303830955,23,42.0,1,1,15.540561757652583,1.0
3615378903350100223-97,2086.268630839938,11991.042548163412,4759.996120611373,11983.720145425974,4751.25295362835,11998.655800655906,4768.518647535706,671,122,670.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,257.8744515058098,67,301.0,1,1,15.5159870060309,1.0
3615378903350100241-97,1880.9928867640945,12047.690818445688,4773.181771077149,12041.466046736645,4764.455844489495,12054.524333913252,4781.910888046903,531,120,527.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,227.93297145282753,69,230.0,1,1,15.636843231350056,1.0
3615378903350100248-97,1566.2947576945382,12081.104998286422,4774.511796577702,12073.566692833334,4767.669902183723,12088.620416792608,4780.939639290777,375,95,372.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,199.75895942173332,44,108.0,1,1,15.741766435083209,1.0
3615378903350100254-97,2574.0355528993728,11618.853815461904,4785.22776509378,11611.090908797574,4774.322768637415,11627.00094779143,4796.543292935684,742,123,738.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,353.52940804938095,68,295.0,1,1,13.355849930179097,1.0
3615378903360100102-97,3779.72105541386,12174.792510796458,4681.765103756968,12163.494904627742,4670.620132645122,12185.591650494162,4693.137482374552,951,145,947.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,497.5601545565137,90,338.0,1,1,17.391580076045408,1.0
3615378903360100110-97,417.73854197541584,12106.71768487734,4683.631786508312,12102.291830472966,4679.887020068082,12110.696744567997,4686.98111022956,172,63,170.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,59.625218389617935,31,96.0,1,1,15.631439452921049,1.0
3615378903360100253-97,2724.494004836135,12176.42373904587,4780.384591602323,12165.073198283026,4771.626084024412,12186.631400194674,4789.254423364302,1240,149,1236.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,380.035298856397,89,456.0,1,1,17.86953878414792,1.0
3615378903360100287-97,1566.6524802322087,12304.610073311904,4798.7603414756895,12296.03357963872,4792.419847356047,12314.163598015832,4805.677868549044,327,81,322.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,240.36816787316408,42,134.0,2,2,18.314181045587738,1.0
3615378903360100295-97,1916.4740192036868,12335.09890932697,4805.907792341815,12327.685672351694,4797.609909698801,12342.475748926274,4814.2021536580805,488,111,487.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,245.40055870185537,62,192.0,2,2,20.272883837469294,1.0
3615378903360100343-97,1888.592639166014,12104.124366532618,4831.758564509831,12094.752392478928,4824.098404095443,12111.795739474082,4840.024733491756,481,108,481.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,271.4379582605009,57,168.0,1,1,15.787274226400102,1.0
3615378903360100369-97,1107.3678059652364,12274.952528060308,4844.104332256163,12267.345153061688,4838.340801489025,12283.143517800889,4848.438909566153,540,112,538.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,159.53359457834142,63,218.0,2,2,18.16576431523487,1.0
3615378903360100430-97,1354.9390225010372,12177.695247311076,4883.7956054242,12171.68032020052,4876.276520821791,12184.762846064592,4890.492390518975,315,93,315.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,185.97948299370293,49,116.0,1,1,15.937435236652366,1.0
3615378903360100509-97,3198.741702303828,12177.106146093864,4927.249422670342,12166.817454161484,4916.1682967895495,12186.797160263455,4937.436444126577,721,133,717.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,424.9313331272242,76,285.0,1,1,16.00026304169754,1.0
3615378903360100628-97,1080.1033502341716,12113.87835122484,4973.16640656734,12107.588910127784,4967.37795590982,12120.301822552776,4978.461420314024,220,74,220.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,140.90311233614662,38,106.0,1,1,15.741766435083209,1.0
3615378903360100774-97,1063.1735379424936,12092.640136755728,5046.718268055393,12086.30325226126,5041.264541039033,12098.170438223864,5052.410774676713,190,64,188.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,132.27442736098698,31,72.0,1,1,15.550781664592797,1.0
3615378903360200053-97,3339.865375281077,12383.210625047564,4655.968491186456,12373.522847154953,4645.199226196082,12393.71960717723,4666.441538335913,1190,144,1187.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,429.0258806064783,90,577.0,2,2,18.11290986836939,1.0
3615378903360200352-97,1149.7809882206907,12271.92877825585,4895.017203420949,12264.648244860768,4888.585533359365,12278.61240091073,4901.651602536594,447,105,440.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,182.4566289504156,55,207.0,2,2,17.847992815805696,1.0
3615378903370100175-97,1529.4011265145552,12733.13084223318,4714.467752488496,12725.091408902706,4708.160704604737,12740.408914778143,4720.891162429401,434,105,433.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,194.99886252630517,51,126.0,2,2,18.68723901480143,1.0
3615378903370100237-97,2692.8273993139765,12876.056204361608,4751.887746430723,12865.740810558713,4741.88411778777,12886.554485767709,4760.779184676807,585,119,583.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,393.27578528065874,66,227.0,2,2,19.201644692000436,1.0
3615378903370100425-97,1599.9455732035124,12634.115430856657,4861.902735809584,12626.710939249564,4854.164544404454,12642.906995690928,4868.417567543262,501,103,499.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,230.8427672161887,57,227.0,2,2,20.240938936725737,1.0
3615378903370100434-97,955.8192849191264,12854.187232105996,4866.358189023035,12848.604093900238,4859.82520373924,12860.045192675592,4871.983369918,194,62,194.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,139.10278017836185,27,65.0,2,2,19.021672088287346,1.0
3615378903370100437-97,1131.9136344527865,12578.335892199437,4867.738813486168,12572.298129718423,4861.411762717763,12583.725385323074,4873.709510332851,354,94,354.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,140.5295053590969,48,112.0,2,2,20.908227823944276,1.0
3615378903370100441-97,2528.300109624409,12753.715196866997,4873.63964649444,12740.622389475497,4864.023073264165,12764.59508631831,4881.493048922346,558,110,556.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,418.802430304904,55,198.0,2,2,20.2718222107291,1.0
3615378903370100513-97,1038.419834973865,12719.61876121837,4919.625590867603,12713.19360700828,4913.945852194613,12725.387699930912,4925.560164985228,387,100,384.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,141.62600940128735,59,205.0,2,2,19.941304859075743,1.0
3615378903370100573-97,1229.9275915722883,12787.342571425415,4946.62780333096,12779.914638613518,4941.656021245585,12795.132686967514,4952.389761796518,179,67,178.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,163.34658272333755,33,61.0,2,2,18.447222171334626,1.0
3615378903370100649-97,2867.30810136379,12570.461783126124,4999.247774935494,12560.058575960851,4988.735889535862,12580.55851643391,5008.06768054273,792,139,789.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,396.3005648784101,84,343.0,2,2,20.1034928965479,1.0
3615378903370100696-97,1825.2027544685373,12942.417404592708,5021.177067547239,12933.35623963442,5014.223613991844,12950.4077098566,5027.507470382038,414,98,413.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,226.50928167309763,47,133.0,2,2,19.987522127919505,1.0
3615378903370100749-97,1754.1378436852492,12792.087961582907,5051.622077167049,12783.124644408044,5045.975270729381,12801.644992851225,5057.922946806217,285,81,282.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,221.275124029248,42,127.0,2,2,19.952777250932225,1.0
3615378903370100801-97,819.7892991737958,12720.965025676513,5084.82437117487,12715.7317386653,5080.750894775254,12726.991221510913,5089.707175214053,296,92,294.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,100.84308596115503,52,166.0,1,1,17.119774773164526,1.0
3615378903380100060-97,4044.3309282936552,13375.73698108808,4655.6190872803645,13363.124817106367,4643.195586388079,13388.535857048082,4666.985338586828,935,147,930.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,604.5223433259085,88,421.0,1,1,18.069715621216027,1.0
3615378903380100117-97,3231.600090057937,13063.127553110286,4683.495408084273,13053.835566123082,4672.642312205604,13073.178000798203,4695.658059445831,742,129,738.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,445.18058749320375,76,374.0,2,2,19.792100272151586,1.0
3615378903380100125-97,1745.0559976405457,13282.086977712304,4684.215925321924,13270.947818916336,4676.566035887742,13290.820450442006,4690.119117837601,398,89,396.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,269.3354036267562,46,153.0,1,1,17.52019189296308,1.0
3615378903380100156-97,2460.248139329441,13049.71837978164,4699.570992807649,13040.780069846494,4690.77473348607,13058.298676812445,4708.7045455954685,832,132,825.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,314.1053313178955,70,324.0,2,2,20.50790377677306,1.0
3615378903380100169-97,2142.5886749758424,13441.694974368116,4705.606478340128,13432.891240873269,4697.350239701638,13450.867295274871,4713.33124415856,308,85,303.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,287.27540550988635,51,151.0,2,2,18.66498154346622,1.0
3615378903380100235-97,1844.25504355606,13259.02124259564,4730.194097573606,13250.332215571594,4722.983899849408,13267.528112350765,4736.76699079817,606,126,596.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,237.0126092528333,73,270.0,2,2,20.006684744986913,1.0
3615378903380100466-97,2251.7106195248,13256.934339447853,4823.099130098009,13246.727011639196,4814.857769306495,13266.03272651462,4831.571753137591,336,97,328.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,322.67540627560294,53,159.0,2,2,18.777728963843696,1.0
3615378903380100492-97,1933.8213400465809,13341.737694768604,4832.845113247246,13333.930816722836,4824.88604740018,13349.15023228246,4840.859652727483,479,102,477.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,243.10893746165016,51,169.0,2,2,19.10064480380248,1.0
3615378903380100613-97,1790.6177002635643,13030.193824422227,4892.6032968142745,13023.962628312514,4882.357039581871,13036.368845255569,4902.206795642457,433,108,430.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,246.26037995434638,59,223.0,2,2,18.575504223774963,1.0
3615378903380100691-97,1170.7566483952364,13058.845342505376,4927.630314291461,13052.167269066216,4921.1128949944505,13065.786044008906,4934.688723002374,158,63,157.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,184.8861463005769,34,82.0,2,2,19.726493495698733,1.0
3615378903380100698-97,1405.3395111967025,13165.247355980591,4931.747302477114,13158.302988139012,4924.483893318683,13174.646147294045,4937.212823807925,386,105,381.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_LS/NDB,208.03093685902707,58,168.0,2,2,19.866932868566305,1.0
3615378903380100744-97,2500.4434189315857,13463.544011268972,4956.408047006936,13454.032723178923,4948.009534090058,13472.772872791056,4964.754366984494,422,91,418.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,313.8006736718873,50,187.0,1,1,17.834305790479547,1.0
3615378903380100754-97,548.5577316811231,13404.452926285798,4957.861529195511,13399.89447695392,4953.581367922268,13409.002766532529,4962.372797083808,243,73,243.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,80.07488261313559,39,133.0,2,2,19.58219762527252,1.0
3615378903380100775-97,1034.31789028369,13225.329035012965,4973.252430490945,13219.840543502796,4967.143745701567,13231.717884323558,4980.53778455552,227,79,226.0,97,B17,aging_coronal,32.6,B,Microglia,STR,STR_CP/ACB,159.08556443492546,40,105.0,2,2,20.032369996071424,1.0
